Address,Size,Name
0x71018ff5bc,0008,_ZN4sead7Vector2IjE2eyE
0x71018ff5c4,0008,_ZN4sead7Vector2IjE4onesE
0x71018ff5cc,0012,_ZN4sead7Vector3IjE4zeroE
0x71018ff5d8,0012,_ZN4sead7Vector3IjE2exE
0x71018ff5e4,0012,_ZN4sead7Vector3IjE2eyE
0x71018ff5f0,0012,_ZN4sead7Vector3IjE2ezE
0x71018ff5fc,0012,_ZN4sead7Vector3IjE4onesE
0x71018ff608,0016,_ZN4sead7Vector4IjE4zeroE
0x71018ff618,0016,_ZN4sead7Vector4IjE2exE
0x71018ff628,0016,_ZN4sead7Vector4IjE2eyE
0x71018ff638,0016,_ZN4sead7Vector4IjE2ezE
0x71018ff648,0016,_ZN4sead7Vector4IjE2ewE
0x71018ff658,0016,_ZN4sead7Vector4IjE4onesE
0x71018ff668,0008,_ZN4sead7Vector2IfE4zeroE
0x71018ff670,0008,_ZN4sead7Vector2IfE2exE
0x71018ff678,0008,_ZN4sead7Vector2IfE2eyE
0x71018ff680,0008,_ZN4sead7Vector2IfE4onesE
0x71018ff688,0012,_ZN4sead7Vector3IfE4zeroE
0x71018ff694,0012,_ZN4sead7Vector3IfE2exE
0x71018ff6a0,0012,_ZN4sead7Vector3IfE2eyE
0x71018ff6ac,0012,_ZN4sead7Vector3IfE2ezE
0x71018ff6b8,0012,_ZN4sead7Vector3IfE4onesE
0x71018ff6c4,0016,_ZN4sead7Vector4IfE4zeroE
0x71018ff6d4,0016,_ZN4sead7Vector4IfE2exE
0x71018ff6e4,0016,_ZN4sead7Vector4IfE2eyE
0x71018ff6f4,0016,_ZN4sead7Vector4IfE2ezE
0x71018ff704,0016,_ZN4sead7Vector4IfE2ewE
0x71018ff714,0016,_ZN4sead7Vector4IfE4onesE
0x71018ff728,0016,_ZN4sead7Vector2IdE4zeroE
0x71018ff738,0016,_ZN4sead7Vector2IdE2exE
0x71018ff748,0016,_ZN4sead7Vector2IdE2eyE
0x71018ff758,0016,_ZN4sead7Vector2IdE4onesE
0x71018ff768,0024,_ZN4sead7Vector3IdE4zeroE
0x71018ff780,0024,_ZN4sead7Vector3IdE2exE
0x71018ff798,0024,_ZN4sead7Vector3IdE2eyE
0x71018ff7b0,0024,_ZN4sead7Vector3IdE2ezE
0x71018ff7c8,0024,_ZN4sead7Vector3IdE4onesE
0x71018ff7e0,0032,_ZN4sead7Vector4IdE4zeroE
0x71018ff800,0032,_ZN4sead7Vector4IdE2exE
0x71018ff820,0032,_ZN4sead7Vector4IdE2eyE
0x71018ff840,0032,_ZN4sead7Vector4IdE2ezE
0x71018ff860,0032,_ZN4sead7Vector4IdE2ewE
0x71018ff880,0032,_ZN4sead7Vector4IdE4onesE
0x71018ffa8b,0001,_ZN4sead14SafeStringBaseIcE9cNullCharE
0x71018ffa8c,0001,_ZN4sead14SafeStringBaseIcE14cLineBreakCharE
0x71018ffa8e,0002,_ZN4sead14SafeStringBaseIDsE9cNullCharE
0x71018ffa90,0002,_ZN4sead14SafeStringBaseIDsE14cLineBreakCharE
0x7101916c4c,0004,_ZN4sead6Thread16cDefaultPriorityE
0x7101916e24,0004,_ZN4sead7Color4f11cElementMaxE
0x7101916e28,0004,_ZN4sead7Color4f11cElementMinE
0x7101916e2c,0004,_ZN4sead8Color4u86cBlackE
0x7101916e30,0004,_ZN4sead8Color4u85cGrayE
0x7101916e34,0004,_ZN4sead8Color4u86cWhiteE
0x7101916e38,0004,_ZN4sead8Color4u84cRedE
0x7101916e3c,0004,_ZN4sead8Color4u86cGreenE
0x7101916e40,0004,_ZN4sead8Color4u85cBlueE
0x7101916e44,0004,_ZN4sead8Color4u87cYellowE
0x7101916e48,0004,_ZN4sead8Color4u88cMagentaE
0x7101916e4c,0004,_ZN4sead8Color4u85cCyanE
0x7101916e50,0016,_ZN4sead7Color4f6cBlackE
0x7101916e60,0016,_ZN4sead7Color4f5cGrayE
0x7101916e70,0016,_ZN4sead7Color4f6cWhiteE
0x7101916e80,0016,_ZN4sead7Color4f4cRedE
0x7101916e90,0016,_ZN4sead7Color4f6cGreenE
0x7101916ea0,0016,_ZN4sead7Color4f5cBlueE
0x7101916eb0,0016,_ZN4sead7Color4f7cYellowE
0x7101916ec0,0016,_ZN4sead7Color4f8cMagentaE
0x7101916ed0,0016,_ZN4sead7Color4f5cCyanE
0x71019176fc,0004,_ZN4sead6Endian11cHostEndianE
0x7101917798,0004,_ZN4sead14ControllerBase26cStickHoldThresholdDefaultE
0x710191779c,0004,_ZN4sead14ControllerBase29cStickReleaseThresholdDefaultE
0x71019177a0,0008,_ZN4sead14ControllerBase15cInvalidPointerE
0x71019177a8,0008,_ZN4sead14ControllerBase18cInvalidPointerS32E
0x710191782c,4112,_ZN4sead14MathCalcCommonIfE10cSinCosTblE
0x710191883c,1032,_ZN4sead14MathCalcCommonIfE8cAtanTblE
0x7101918c44,0264,_ZN4sead14MathCalcCommonIfE7cExpTblE
0x7101918d4c,2056,_ZN4sead14MathCalcCommonIfE7cLogTblE
0x7101919578,0004,_ZN3agl6detail14MemoryPoolType16cInvalidPoolTypeE
0x710191957c,0004,_ZN3agl6detail14MemoryPoolType14cValidPoolTypeE
0x710191aae4,0036,_ZZN3agl3utl14ParameterCurveILj2EE5resetEvE12s_initialize
0x710191ab34,0036,_ZZN3agl3utl14ParameterCurveILj3EE5resetEvE12s_initialize
0x710191ab84,0036,_ZZN3agl3utl14ParameterCurveILj4EE5resetEvE12s_initialize
0x710191b9a4,0004,_ZN3agl20ResShaderArchiveData15cEndianCheckBitE
0x710191d9b8,1300,_ZN3agl5shtxt6Clause15cCharacterTableE
0x710191f4f8,0004,_ZN2al20AudioEventController17EVENT_DISABLE_ALLE
0x710191f4fc,0004,_ZN2al20AudioEventController16EVENT_CHANGE_BGME
0x710191f500,0004,_ZN2al20AudioEventController26EVENT_CHANGE_BGM_SITUATIONE
0x710191f504,0004,_ZN2al20AudioEventController24EVENT_CHANGE_AUIO_EFFECTE
0x710191f508,0004,_ZN2al20AudioEventController26EVENT_CHANGE_LISTNER_PARAME
0x710191f50c,0004,_ZN2al20AudioEventController13EVENT_PLAY_SEE
0x710191f510,0004,_ZN2al20AudioEventController16EVENT_ENABLE_ALLE
0x7101923d98,0012,_ZN2al19ActorPoseKeeperBase16sDefaultVelocityE
0x710192c4b8,0004,_ZN2al21sRtpcInputTypeDefaultE
0x710192c4bc,0004,_ZN2al25sSeFluctuationTypeDefaultE
0x7101930a74,0004,_ZN2nn3atk14FsSoundArchive15BufferAlignSizeE
0x7101930ac0,0004,_ZN2nn3atk19SequenceSoundHandle12BankIndexMinE
0x7101930ac4,0004,_ZN2nn3atk19SequenceSoundHandle12BankIndexMaxE
0x7101930ac8,0001,_ZN2nn3atk19SequenceSoundHandle12TransposeMinE
0x7101930ac9,0001,_ZN2nn3atk19SequenceSoundHandle12TransposeMaxE
0x7101930aca,0001,_ZN2nn3atk19SequenceSoundHandle16VelocityRangeMinE
0x7101930acb,0001,_ZN2nn3atk19SequenceSoundHandle16VelocityRangeMaxE
0x7101930acc,0004,_ZN2nn3atk19SequenceSoundHandle16VariableIndexMaxE
0x7101930ad0,0004,_ZN2nn3atk19SequenceSoundHandle13TrackIndexMaxE
0x7101930ad4,0004,_ZN2nn3atk12SoundArchive9InvalidIdE
0x7101930ad8,0004,_ZN2nn3atk12SoundArchive17UserParamIndexMaxE
0x7101930adc,0004,_ZN2nn3atk12SoundArchive20ResultInvalidSoundIdE
0x7101930ae0,0004,_ZN2nn3atk12SoundArchive16InvalidUserParamE
0x7101930ae4,0004,_ZN2nn3atk12SoundArchive15SequenceBankMaxE
0x7101930ae8,0004,_ZN2nn3atk12SoundArchive16StreamTrackCountE
0x7101930aec,0004,_ZN2nn3atk12SoundArchive11FilePathMaxE
0x7101930af0,0004,_ZN2nn3atk12SoundArchive8FileInfo13InvalidOffsetE
0x7101930af4,0004,_ZN2nn3atk12SoundArchive8FileInfo11InvalidSizeE
0x7101930b2c,0004,_ZN2nn3atk18SoundArchivePlayer15BufferAlignSizeE
0x7101930b30,0004,_ZN2nn3atk18SoundArchivePlayer20StreamBufferTimesMaxE
0x7101930b34,0004,_ZN2nn3atk18SoundArchivePlayer17UserParamBoundaryE
0x7101930b7c,0004,_ZN2nn3atk16SoundDataManager15BufferAlignSizeE
0x7101930c14,0004,_ZN2nn3atk11SoundSystem13VoiceCountMaxE
0x7101930c18,0004,_ZN2nn3atk11SoundSystem19WorkMemoryAlignSizeE
0x7101930c1c,0004,_ZN2nn3atk11SoundSystem27VoiceCommandManagerCountMaxE
0x7101930c20,0004,_ZN2nn3atk11SoundSystem23SoundThreadIntervalUsecE
0x7101930c24,0004,_ZN2nn3atk11SoundSystem16SoundSystemParam26DefaultSoundThreadPriorityE
0x7101930c28,0004,_ZN2nn3atk11SoundSystem16SoundSystemParam25DefaultTaskThreadPriorityE
0x7101930c2c,0004,_ZN2nn3atk11SoundSystem16SoundSystemParam27DefaultSoundThreadStackSizeE
0x7101930c30,0004,_ZN2nn3atk11SoundSystem16SoundSystemParam26DefaultTaskThreadStackSizeE
0x7101930c34,0004,_ZN2nn3atk11SoundSystem16SoundSystemParam35DefaultSoundThreadCommandBufferSizeE
0x7101930c38,0004,_ZN2nn3atk11SoundSystem16SoundSystemParam34DefaultTaskThreadCommandBufferSizeE
0x7101930c3c,0004,_ZN2nn3atk11SoundSystem16SoundSystemParam22DefaultUserEffectCountE
0x7101930c40,0004,_ZN2nn3atk11SoundSystem16SoundSystemParam20DefaultVoiceCountMaxE
0x7101930c44,0004,_ZN2nn3atk11SoundSystem16SoundSystemParam28DefaultSoundThreadCoreNumberE
0x7101930c48,0004,_ZN2nn3atk11SoundSystem16SoundSystemParam27DefaultTaskThreadCoreNumberE
0x7101930c4c,0004,_ZN2nn3atk11SoundSystem16SoundSystemParam31DefaultRecordingAudioFrameCountE
0x7101930c50,0004,_ZN2nn3atk6detail26AddonSoundArchiveContainer24SoundArchiveNameCountMaxE
0x7101930c54,0004,_ZN2nn3atk17SoundAmbientParam21OutputLineFlagInheritE
0x7101930ca8,0004,_ZN2nn3atk6detail15GroupFileReader13SignatureFileE
0x7101930d00,0004,_ZN2nn3atk6detail16SoundArchiveFile10BlockCountE
0x7101930d04,0002,_ZN2nn3atk6detail16SoundArchiveFile12PatriciaTree4Node8FlagLeafE
0x7101930d08,0004,_ZN2nn3atk6detail16SoundArchiveFile16InternalFileInfo13InvalidOffsetE
0x7101930d0c,0004,_ZN2nn3atk6detail16SoundArchiveFile16InternalFileInfo11InvalidSizeE
0x7101930d1c,0004,_ZN2nn3atk6detail22SoundArchiveFileReader13SignatureFileE
0x7101930d20,0004,_ZN2nn3atk6detail22SoundArchiveFileReader13InvalidOffsetE
0x7101930d24,0004,_ZN2nn3atk6detail22SoundArchiveFileReader11InvalidSizeE
0x7101930d28,0004,_ZN2nn3atk6detail21SoundArchiveFilesHook19ItemTypeStreamSoundE
0x7101930d2c,0004,_ZN2nn3atk6detail21SoundArchiveFilesHook17ItemTypeWaveSoundE
0x7101930d30,0004,_ZN2nn3atk6detail21SoundArchiveFilesHook21ItemTypeSequenceSoundE
0x7101930d34,0006,_ZN2nn3atk6detail21SoundArchiveFilesHook20FileTypeStreamBinaryE
0x7101930d3a,0006,_ZN2nn3atk6detail21SoundArchiveFilesHook23FileTypeWaveSoundBinaryE
0x7101930d40,0006,_ZN2nn3atk6detail21SoundArchiveFilesHook22FileTypeSequenceBinaryE
0x7101930d46,0006,_ZN2nn3atk6detail21SoundArchiveFilesHook18FileTypeBankBinaryE
0x7101930d4c,0006,_ZN2nn3atk6detail21SoundArchiveFilesHook25FileTypeWaveArchiveBinaryE
0x7101930d52,0006,_ZN2nn3atk6detail21SoundArchiveFilesHook28FileTypeStreamPrefetchBinaryE
0x7101930da0,0004,_ZN2nn3atk6detail18SoundArchiveLoader23SignatureIndividualWaveE
0x7101930da4,0004,_ZN2nn3atk6detail18SoundArchiveLoader19WaveBufferAlignSizeE
0x7101930dd8,0004,_ZN2nn3atk6detail15WaveArchiveFile10BlockCountE
0x7101930ddc,0004,_ZN2nn3atk6detail15WaveArchiveFile13InfoBlockBody13InvalidOffsetE
0x7101930de0,0004,_ZN2nn3atk6detail21WaveArchiveFileReader13SignatureFileE
0x7101930de4,0004,_ZN2nn3atk6detail21WaveArchiveFileReader18SignatureWarcTableE
0x7101930de8,0004,_ZN2nn3atk6detail14WaveFileReader13SignatureFileE
0x7101930e08,0006,_ZN2nn3atk6detail6driver15HardwareManager20ChannelIndexSettingsE
0x7101930e10,0004,_ZN2nn3atk6detail6driver15HardwareManager22SoundFrameIntervalMsecE
0x7101930e14,0004,_ZN2nn3atk6detail6driver15HardwareManager22SoundFrameIntervalUsecE
0x7101930e18,0004,_ZN2nn3atk6detail6driver15HardwareManager25DefaultRendererSampleRateE
0x7101930e1c,0004,_ZN2nn3atk6detail6driver15HardwareManager30DefaultRendererUserEffectCountE
0x7101930e20,0004,_ZN2nn3atk6detail6driver15HardwareManager28DefaultRendererVoiceCountMaxE
0x7101930e24,0004,_ZN2nn3atk6detail6driver15HardwareManager31DefaultRecordingAudioFrameCountE
0x7101930e28,0004,_ZN2nn3atk6detail6driver15HardwareManager10MixerCountE
0x7101930e2c,0004,_ZN2nn3atk6detail6driver15HardwareManager15ChannelCountMaxE
0x7101930e30,0004,_ZN2nn3atk6detail6driver15HardwareManager8BusCountE
0x7101930e34,0004,_ZN2nn3atk6detail6driver15HardwareManager26DefaultRendererSampleCountE
0x7101930e38,0004,_ZN2nn3atk6detail6driver15HardwareManager29DefaultRendererMixBufferCountE
0x7101930e3c,0004,_ZN2nn3atk6detail6driver15HardwareManager26DefaultRendererSubMixCountE
0x7101930e40,0004,_ZN2nn3atk6detail6driver15HardwareManager24DefaultRendererSinkCountE
0x7101930e44,0004,_ZN2nn3atk6detail6driver15HardwareManager36DefaultRendererPerformanceFrameCountE
0x7101930e48,0004,_ZN2nn3atk6detail6driver15HardwareManager32DefaultRendererSystemEffectCountE
0x7101930e4c,0004,_ZN2nn3atk6detail6driver15HardwareManager14SubMixCountMaxE
0x7101930e50,0004,_ZN2nn3atk6detail6driver15HardwareManager30SubMixCountForAdditionalEffectE
0x7101930e54,0004,_ZN2nn3atk6detail6driver15HardwareManager31ChannelCountForAdditionalEffectE
0x7101930e58,0004,_ZN2nn3atk6detail6driver15HardwareManager30AuxBusCountForAdditionalEffectE
0x7101930e5c,0004,_ZN2nn3atk6detail6driver15HardwareManager33MixBufferCountForAdditionalEffectE
0x7101930e60,0001,_ZN2nn3atk6detail6driver15HardwareManager33DefaultRendererIsVoiceDropEnabledE
0x7101930e64,0004,_ZN2nn3atk6detail14BankFileReader13SignatureFileE
0x7101930e68,0004,_ZN2nn3atk6detail13SequenceSound12BankIndexMinE
0x7101930e6c,0004,_ZN2nn3atk6detail13SequenceSound12BankIndexMaxE
0x7101930e70,0001,_ZN2nn3atk6detail13SequenceSound12TransposeMinE
0x7101930e71,0001,_ZN2nn3atk6detail13SequenceSound12TransposeMaxE
0x7101930e72,0001,_ZN2nn3atk6detail13SequenceSound16VelocityRangeMinE
0x7101930e73,0001,_ZN2nn3atk6detail13SequenceSound16VelocityRangeMaxE
0x7101930ea0,0004,_ZN2nn3atk6detail6driver19SequenceSoundPlayer19PlayerVariableCountE
0x7101930ea4,0004,_ZN2nn3atk6detail6driver19SequenceSoundPlayer19GlobalVariableCountE
0x7101930ea8,0004,_ZN2nn3atk6detail6driver19SequenceSoundPlayer19TrackCountPerPlayerE
0x7101930eac,0004,_ZN2nn3atk6detail6driver19SequenceSoundPlayer15AllTrackBitFlagE
0x7101930eb0,0004,_ZN2nn3atk6detail6driver19SequenceSoundPlayer20VariableDefaultValueE
0x7101930eb4,0004,_ZN2nn3atk6detail6driver19SequenceSoundPlayer15DefaultTimebaseE
0x7101930eb8,0004,_ZN2nn3atk6detail6driver19SequenceSoundPlayer12DefaultTempoE
0x7101930ebc,0004,_ZN2nn3atk6detail6driver19SequenceSoundPlayer23DefaultSkipIntervalTickE
0x71019310ec,0004,_ZN2nn3atk6detail6driver13SequenceTrack14CallStackDepthE
0x71019310f0,0004,_ZN2nn3atk6detail6driver13SequenceTrack15DefaultPriorityE
0x71019310f4,0004,_ZN2nn3atk6detail6driver13SequenceTrack16DefaultBendRangeE
0x71019310f8,0004,_ZN2nn3atk6detail6driver13SequenceTrack15DefaultPortaKeyE
0x71019310fc,0004,_ZN2nn3atk6detail6driver13SequenceTrack15InvalidEnvelopeE
0x7101931100,0004,_ZN2nn3atk6detail6driver13SequenceTrack16MaxEnvelopeValueE
0x7101931104,0004,_ZN2nn3atk6detail6driver13SequenceTrack15ParserParamSizeE
0x7101931108,0004,_ZN2nn3atk6detail6driver13SequenceTrack18TrackVariableCountE
0x710193110c,0004,_ZN2nn3atk6detail6driver13SequenceTrack17PauseReleaseValueE
0x7101931110,0004,_ZN2nn3atk6detail6driver13SequenceTrack16MuteReleaseValueE
0x7101931170,0004,_ZN2nn3atk6detail15StreamSoundFile10FileHeader10BlockCountE
0x7101931240,0004,_ZN2nn3atk6detail18StreamSoundRuntime23DefaultStreamBlockCountE
0x7101931294,0004,_ZN2nn3atk6detail14CommandManager21SendCommandQueueCountE
0x7101931298,0004,_ZN2nn3atk6detail14CommandManager21RecvCommandQueueCountE
0x710193129c,0004,_ZN2nn3atk6detail14CommandManager14InvalidCommandE
0x71019313f8,0004,_ZN2nn3atk6detail6driver11SoundThread23ThreadMessageBufferSizeE
0x71019313fc,0004,_ZN2nn3atk6detail6driver11SoundThread36RendererEventWaitTimeoutMilliSecondsE
0x7101931478,0004,_ZN2nn3atk6detail11TaskManager13PriorityCountE
0x710193147c,0004,_ZN2nn3atk6detail11TaskManager23ThreadMessageBufferSizeE
0x71019314b4,0004,_ZN2nn3atk6detail10CurveAdshr10VolumeInitE
0x71019314b8,0004,_ZN2nn3atk6detail10CurveAdshr10AttackInitE
0x71019314bc,0004,_ZN2nn3atk6detail10CurveAdshr8HoldInitE
0x71019314c0,0004,_ZN2nn3atk6detail10CurveAdshr9DecayInitE
0x71019314c4,0004,_ZN2nn3atk6detail10CurveAdshr11SustainInitE
0x71019314c8,0004,_ZN2nn3atk6detail10CurveAdshr11ReleaseInitE
0x71019314cc,0004,_ZN2nn3atk6detail10CurveAdshr22DecibelSquareTableSizeE
0x71019314d0,0004,_ZN2nn3atk6detail10CurveAdshr19CalcDecibelScaleMaxE
0x71019314d4,0256,_ZN2nn3atk6detail10CurveAdshr18DecibelSquareTableE
0x71019317fc,0004,_ZN2nn3atk6detail9FrameHeap9HeapAlignE
0x710193187c,0004,_ZN2nn3atk6detail4Util11VolumeDbMinE
0x7101931880,0004,_ZN2nn3atk6detail4Util11VolumeDbMaxE
0x7101931884,0004,_ZN2nn3atk6detail4Util16PitchDivisionBitE
0x7101931888,0004,_ZN2nn3atk6detail4Util18PitchDivisionRangeE
0x710193188c,0004,_ZN2nn3atk6detail4Util20CalcLpfFreqTableSizeE
0x7101931890,0004,_ZN2nn3atk6detail4Util20CalcLpfFreqInterceptE
0x7101931894,0004,_ZN2nn3atk6detail4Util20CalcLpfFreqThresholdE
0x7101931898,0048,_ZN2nn3atk6detail4Util16CalcLpfFreqTableE
0x71019318c8,0240,_ZN2nn3atk6detail4Util35LowPassFilterCoefficientsTable32000E
0x71019319b8,0240,_ZN2nn3atk6detail4Util35LowPassFilterCoefficientsTable48000E
0x7101931aa8,0004,_ZN2nn3atk6detail4Util9Reference13InvalidOffsetE
0x7101931aac,0004,_ZN2nn3atk6detail4Util7BitFlag12BitNumberMaxE
0x7101932df4,0004,_ZN2nn3atk6detail4Util13WarningLogger9LogBuffer8LogCountE
0x7101934620,0004,_ZN2nn3atk6detail6driver7Channel12ChannelCountE
0x7101934624,0004,_ZN2nn3atk6detail6driver7Channel10ChannelMinE
0x7101934628,0004,_ZN2nn3atk6detail6driver7Channel10ChannelMaxE
0x710193462c,0004,_ZN2nn3atk6detail6driver7Channel15PriorityReleaseE
0x7101934630,0004,_ZN2nn3atk6detail6driver7Channel7KeyInitE
0x7101934634,0004,_ZN2nn3atk6detail6driver7Channel15OriginalKeyInitE
0x7101934638,0001,_ZN2nn3atk6detail6driver7Channel16SilenceVolumeMaxE
0x7101934639,0001,_ZN2nn3atk6detail6driver7Channel16SilenceVolumeMinE
0x710193463c,0004,_ZN2nn3atk6detail6driver7Channel13WaveBufferMaxE
0x7101934640,0004,_ZN2nn3atk6detail6driver7Channel8ModCountE
0x7101934644,0004,_ZN2nn3atk6detail6driver7Channel17SilenceVolumeMaxRE
0x710193467c,0004,_ZN2nn3atk6detail22LowLevelVoiceAllocator10UnassignedE
0x71019346a4,0004,_ZN2nn3atk6detail6driver10MultiVoice11UpdateStartE
0x71019346a8,0004,_ZN2nn3atk6detail6driver10MultiVoice11UpdatePauseE
0x71019346ac,0004,_ZN2nn3atk6detail6driver10MultiVoice9UpdateSrcE
0x71019346b0,0004,_ZN2nn3atk6detail6driver10MultiVoice9UpdateMixE
0x71019346b4,0004,_ZN2nn3atk6detail6driver10MultiVoice9UpdateLpfE
0x71019346b8,0004,_ZN2nn3atk6detail6driver10MultiVoice12UpdateBiquadE
0x71019346bc,0004,_ZN2nn3atk6detail6driver10MultiVoice8UpdateVeE
